1-B01,1.572950243,-0.562731236,-1.6097316205,-0.003687533,0.4028040155,0.828578231,0.01798642
1-B02,-0.1985118915,-0.4939086965,-0.2784123685,1.369340507,-0.3684108635,0.8669118735,0.6838586865
1-B03,-0.0241130965,-1.4287264185,-1.547592904,-1.316952282,0.3946678965,0.360648074,0.0
1-B04,1.7897070875,0.4412980445,-1.437437613,-0.3635005985,1.080289719,0.3328608175,0.955528576
1-B05,1.0802959415,0.5313226075,-0.771298776,-0.175613808,-0.9313528885,0.7645617775,0.0655754905
1-B06,0.3695985605,-0.668257111,-0.7431367455,-0.520443672,-0.674490759,0.1228533955,-0.4215567245
1-B07,1.188533994,-0.1935871405,0.1469280395,-0.603616852,-0.410564383,-0.112239713,0.0438418995
1-B09,1.396048601,-0.2666582005,0.604067038,0.1894695625,-0.674490759,0.7430144255,1.1061648455
1-B10,1.1364113525,0.0351681795,0.333182699,0.9081446845,0.288180214,0.9565212245,1.2230765775
1-B11,1.767496008,-0.7701170255,-1.091705508,0.1363968895,-0.2026242885,-0.086645172,0.758802104
1-B12,2.020521562,-0.171597708,0.545493404,-0.696828577,-0.674490759,0.386486578,0.0
1-B13,2.289142059,-0.5146036275,-1.2185793565,0.814815132,0.2425099245,1.4421993355,1.1990946835
1-B14,0.355841135,-0.2949387085,-0.846873932,0.0460473625,0.1235708265,0.5647138345,0.1967264715
1-B15,2.660848157,-0.7372514625,-1.4337554655,0.9040330105,-0.674490759,1.0583173915,1.142137686
1-B16,1.636319644,-0.563944561,-0.098869995,0.047867804,-0.343087887,1.314036562,0.374717089
1-B17,3.891139736,1.185378279,0.339722656,-0.18240909,0.476221848,1.12064601,0.674490759
1-B18,0.3924121145,0.448472489,1.323558605,-0.4514381165,1.5317941105,0.9510800765,1.264670174
1-B19,0.539769727,-0.337918982,0.191502494,0.05990128,-0.674490759,0.508107874,0.074943418
1-B20,0.224490181,1.312190782,1.951043684,-0.26092493,0.591715926,-0.004281656,-0.224830253
1-C05,0.08045117,0.785175485,-1.15638401,0.918075333,-0.435360244,0.306767022,0.074943418
1-C06,-0.113111175,-1.0636709165,-0.6925189275,-0.8112187765,-0.466057775,-1.393801803,-1.049207848
1-C07,0.074008727,-0.848663849,-1.541866816,1.814409431,-0.193564495,0.701071182,0.02697963
1-C08,0.95474919,-0.516187388,-0.6311398415,0.5332822585,-0.398958896,0.9693009855,0.812386648
1-C09,1.397762751,-0.584076558,-0.649290071,-1.055662222,-0.0698954155,-0.0949989995,-0.2810378165
1-C10,1.014055148,-0.2300575415,0.535991097,-0.640629987,0.0386474925,-0.867514735,0.0449660505
1-C11,0.108390279,-0.906545511,-0.1507179495,-1.0471555415,0.991570492,0.08500776,-0.1124151265
1-C12,0.441319821,0.814358316,0.4768715325,0.546936362,-0.674490759,0.763962744,0.730698323
1-C13,1.7547497395,-0.1532136435,-0.445215873,0.111157908,-0.674490759,0.584062816,0.3653491615
1-C14,1.4061523835,-0.1891015945,-2.481875127,0.373592777,-0.151151603,0.925471469,0.9341697015
1-C15,1.0091734365,0.071994873,-1.098771603,0.649819732,-0.674490759,0.698236306,0.5901794145
1-C16,1.410194891,-0.242817795,0.106350301,1.585646057,0.2073862665,1.3743219205,1.611283481
1-C17,1.8392627615,-0.7756016255,0.1206225065,-0.7250404235,1.2098421795,0.264470298,-0.0655754905
1-C18,2.0243697305,-0.074125384,-0.303136947,-0.382343738,0.272484492,0.6864369815,1.526972136
1-C19,1.087702814,0.8927968135,-1.3845457905,-0.202969635,-0.2391674695,0.933365894,0.6789873645
1-C20,0.845227974,1.500852318,3.0241458,-1.647828364,2.441636445,-1.475034955,-0.899321013
1-C21,1.462300838,-0.256685338,-1.985530614,0.987856344,0.088188902,1.500721941,1.124151266
1-C22,1.234870143,-0.408560526,1.136671119,-0.699256572,1.347676895,0.393206743,0.0
1-C23,0.372971518,1.091734186,-0.3801804,-0.127579679,0.580444149,-0.278943819,0.33724538
1-C24,0.989896833,1.095254091,2.33562605,0.372475491,-0.221930379,0.711694301,0.674490759
1-D03,-0.7034551625,-0.833882673,-0.5173151515,-0.3148665975,-0.365574935,-0.1589579935,-0.4923782545
1-D04,-0.132863708,-0.2444567405,-0.275024149,0.76997341,-0.0538469225,-2.6102231735,-0.3203831105
1-D05,-0.2081169705,-0.934274545,-1.454783372,-0.8743724105,-0.258334468,0.112416248,-0.384459733
1-D06,0.280399949,-0.7891026135,-0.988998139,0.0801817955,0.016037945,0.117707,0.6913530285
1-D07,0.503929157,-1.730380249,-0.930078171,-1.481364271,0.90954057,0.333708023,0.16862269
1-D08,0.6248417065,-1.2914529685,-1.4291110785,-0.5603771,-0.399907151,0.5903062755,0.2697963035
1-D09,1.6082250385,-1.680015735,-3.177229389,-0.6670860435,-0.198261022,0.8547836325,0.3709699175
1-D10,-0.06388021,2.7969855275,-1.8761828255,-0.624998497,0.9940368155,0.8368762105,-0.3147623545
1-D11,0.408516888,-1.8063282305,-1.613292745,-1.123750596,-0.360976073,0.6508526745,0.2731687575
1-D12,0.2082441695,-0.6881465525,-0.8722477115,0.2254035895,1.5719131665,0.5473973875,-0.074943418
1-D13,1.625774346,-1.426712891,-3.10109682,-0.4933196755,-1.1418418225,0.790688451,0.0876837985
1-D14,0.821367414,-0.8093317065,-1.3866259755,0.15902171,-0.080298248,0.583911036,0.448536355
